age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method,tuition_monthly,financial_aid_monthly,books_supplies_monthly,total_spending,spending_margin,gmm_label,spending_category
23,Male,Junior,Engineering,1258,939,4662,745,250,121,238,101,60,263,34,113,Cash,777,156,40,2504,1090,0,Balanced
23,Male,Freshman,Biology,1399,663,4775,612,289,169,116,148,74,239,199,82,Cash,796,110,19,2627,1118,0,Balanced
21,Male,Senior,Biology,1469,592,5685,505,272,56,239,23,57,161,107,183,Cash,948,99,40,2352,784,1,Saver
23,Male,Sophomore,Engineering,560,300,4954,554,100,122,174,109,92,188,68,115,Cash,826,50,29,2203,1593,2,Over-Spender
24,Male,Freshman,Engineering,527,337,5328,462,349,171,288,145,92,241,120,125,Credit/Debit Card,888,56,48,2641,2058,2,Over-Spender
20,Male,Freshman,Biology,1165,282,3264,869,132,91,255,56,37,85,187,61,Mobile Payment App,544,47,42,2104,892,1,Saver
25,Male,Junior,Computer Science,996,692,4653,765,351,148,243,31,58,74,191,176,Credit/Debit Card,776,115,40,2610,1499,0,Balanced
24,Male,Junior,Engineering,630,528,4001,921,377,193,87,142,60,155,51,58,Cash,667,88,14,2638,1920,2,Over-Spender
19,Male,Junior,Engineering,542,205,4638,838,332,67,237,74,80,205,116,175,Mobile Payment App,773,34,40,2700,2124,2,Over-Spender
19,Non-binary,Freshman,Psychology,648,929,4294,696,267,104,215,79,96,286,35,44,Credit/Debit Card,716,155,36,2359,1556,0,Balanced
22,Non-binary,Senior,Computer Science,639,699,4625,463,338,80,265,51,80,295,103,137,Credit/Debit Card,771,116,44,2362,1607,2,Over-Spender
18,Non-binary,Sophomore,Engineering,729,665,4464,670,378,122,191,145,94,198,169,101,Cash,744,111,32,2653,1813,2,Over-Spender
19,Male,Junior,Computer Science,1021,473,4614,875,282,57,191,42,40,153,106,157,Mobile Payment App,769,79,32,2513,1413,0,Balanced
23,Male,Senior,Economics,1229,794,4968,953,216,85,85,143,37,280,94,185,Credit/Debit Card,828,132,14,2835,1474,0,Balanced
21,Male,Junior,Engineering,660,207,5365,547,194,59,112,98,23,229,168,64,Credit/Debit Card,894,34,19,2295,1601,2,Over-Spender
21,Non-binary,Freshman,Computer Science,1343,6,3103,759,238,75,289,107,41,170,89,44,Cash,517,1,48,2088,744,1,Saver
25,Non-binary,Junior,Computer Science,833,410,4562,525,330,50,245,112,89,132,137,155,Cash,760,68,41,2331,1430,0,Balanced
22,Male,Freshman,Computer Science,555,51,5060,534,354,69,64,33,48,76,42,26,Cash,843,8,11,2036,1473,0,Balanced
22,Male,Freshman,Engineering,541,94,5373,409,264,79,288,59,43,113,175,33,Credit/Debit Card,896,16,48,2119,1562,0,Balanced
22,Non-binary,Senior,Economics,748,296,3962,721,389,71,108,89,93,106,186,170,Credit/Debit Card,660,49,18,2503,1706,2,Over-Spender
21,Female,Sophomore,Engineering,1477,497,4287,851,296,53,95,134,61,143,87,134,Cash,714,83,16,2489,929,1,Saver
22,Non-binary,Senior,Biology,1236,189,5655,773,175,145,256,122,60,143,118,169,Credit/Debit Card,942,32,43,2690,1422,0,Balanced
25,Male,Freshman,Biology,592,657,3801,939,137,127,280,59,75,265,70,85,Cash,634,110,47,2438,1736,2,Over-Spender
25,Female,Senior,Computer Science,558,830,4642,895,349,89,273,45,83,79,122,143,Mobile Payment App,774,138,46,2625,1929,2,Over-Spender
23,Male,Sophomore,Engineering,925,414,4123,776,178,106,268,105,39,201,144,108,Credit/Debit Card,687,69,45,2389,1395,0,Balanced
18,Male,Senior,Computer Science,719,498,3780,494,312,149,111,126,73,60,57,169,Mobile Payment App,630,83,18,2088,1286,0,Balanced
24,Female,Junior,Engineering,981,875,3266,852,201,167,102,118,72,124,62,110,Credit/Debit Card,544,146,17,2267,1140,0,Balanced
25,Non-binary,Senior,Economics,1381,882,3704,464,269,88,257,105,47,106,135,66,Credit/Debit Card,617,147,43,1940,412,1,Saver
18,Non-binary,Sophomore,Biology,929,126,3357,615,324,73,162,150,58,211,87,77,Cash,560,21,27,2182,1232,0,Balanced
24,Male,Junior,Biology,1245,906,5452,459,255,128,95,44,47,288,195,191,Mobile Payment App,909,151,16,2532,1136,0,Balanced
20,Female,Junior,Economics,691,340,3798,748,152,53,262,118,91,112,163,71,Mobile Payment App,633,57,44,2185,1437,0,Balanced
24,Female,Freshman,Psychology,1326,499,5353,852,129,166,183,91,85,291,54,141,Credit/Debit Card,892,83,30,2731,1322,0,Balanced
18,Non-binary,Junior,Psychology,1000,203,5199,559,371,104,144,70,63,102,95,105,Credit/Debit Card,866,34,24,2359,1325,0,Balanced
25,Male,Junior,Computer Science,592,662,5221,694,119,93,275,92,58,52,180,160,Credit/Debit Card,870,110,46,2364,1662,2,Over-Spender
22,Male,Senior,Economics,1227,226,3658,951,218,199,238,73,79,112,196,67,Mobile Payment App,610,38,40,2545,1280,0,Balanced
20,Female,Sophomore,Engineering,575,534,5231,506,378,66,141,66,75,56,153,99,Cash,872,89,24,2295,1631,2,Over-Spender
19,Female,Junior,Engineering,1298,323,3510,444,222,168,221,98,61,175,133,69,Credit/Debit Card,585,54,37,1992,640,1,Saver
23,Male,Sophomore,Engineering,1141,482,3621,572,121,184,108,41,55,93,126,86,Cash,604,80,18,1900,679,1,Saver
25,Male,Senior,Biology,703,654,5926,735,295,100,278,39,80,139,178,190,Credit/Debit Card,988,109,46,2790,1978,2,Over-Spender
23,Female,Freshman,Economics,929,160,3445,418,213,83,159,87,54,55,198,135,Mobile Payment App,574,27,26,1843,887,1,Saver
23,Non-binary,Junior,Engineering,1415,970,3694,513,148,157,297,104,42,294,154,161,Mobile Payment App,616,162,50,2239,662,1,Saver
18,Non-binary,Senior,Engineering,1359,387,5747,995,263,193,246,32,23,152,110,120,Credit/Debit Card,958,64,41,2887,1464,0,Balanced
23,Male,Freshman,Biology,1162,720,5880,630,259,117,113,127,94,126,89,130,Cash,980,120,19,2571,1289,0,Balanced
18,Female,Sophomore,Biology,663,304,5655,632,176,89,215,57,61,51,56,107,Credit/Debit Card,942,51,36,2207,1493,0,Balanced
18,Non-binary,Freshman,Economics,1432,9,5568,929,224,108,265,69,22,102,120,151,Credit/Debit Card,928,2,44,2697,1263,0,Balanced
20,Non-binary,Freshman,Computer Science,663,823,3637,695,191,147,277,23,73,212,188,179,Mobile Payment App,606,137,46,2360,1560,0,Balanced
18,Non-binary,Senior,Economics,1327,109,3975,940,363,153,157,88,98,119,52,20,Credit/Debit Card,662,18,26,2521,1176,0,Balanced
22,Male,Senior,Psychology,1045,359,5381,610,269,71,209,49,83,291,168,183,Credit/Debit Card,897,60,35,2656,1551,0,Balanced
21,Male,Junior,Computer Science,619,605,3238,793,380,89,87,135,36,209,92,84,Credit/Debit Card,540,101,14,2372,1652,2,Over-Spender
21,Non-binary,Freshman,Economics,815,905,3053,433,355,84,241,89,67,262,141,41,Cash,509,151,40,2021,1055,1,Saver
20,Non-binary,Freshman,Biology,728,399,5128,967,152,139,293,96,39,287,184,157,Cash,855,66,49,2925,2131,2,Over-Spender
21,Male,Senior,Economics,941,831,3687,722,390,135,81,131,69,124,107,38,Mobile Payment App,614,138,14,2344,1265,0,Balanced
18,Male,Freshman,Psychology,1176,43,3352,838,211,60,278,121,21,108,87,164,Credit/Debit Card,559,7,46,2215,1032,1,Saver
22,Non-binary,Sophomore,Computer Science,1092,574,3997,731,187,93,151,63,55,96,169,118,Credit/Debit Card,666,96,25,2203,1015,1,Saver
18,Female,Sophomore,Biology,1439,526,3394,896,176,86,134,63,52,150,175,129,Mobile Payment App,566,88,22,2315,788,1,Saver
22,Male,Senior,Economics,816,616,3461,543,350,101,90,103,24,245,44,150,Credit/Debit Card,577,103,15,2152,1233,0,Balanced
18,Male,Junior,Biology,1413,775,4715,457,264,71,250,127,54,152,91,120,Cash,786,129,42,2164,622,1,Saver
24,Female,Sophomore,Biology,1076,355,4596,464,134,99,167,97,34,77,51,149,Cash,766,59,28,1899,764,1,Saver
21,Female,Sophomore,Economics,559,169,5303,431,222,103,237,80,56,188,78,176,Credit/Debit Card,884,28,40,2258,1671,2,Over-Spender
23,Male,Sophomore,Engineering,1144,800,3881,405,381,130,179,106,94,216,82,50,Credit/Debit Card,647,133,30,2141,864,1,Saver
20,Non-binary,Junior,Psychology,1296,113,5452,462,191,69,238,93,51,155,187,102,Credit/Debit Card,909,19,40,2259,944,1,Saver
24,Male,Senior,Engineering,958,902,4579,425,262,156,72,137,21,282,82,135,Cash,763,150,12,2275,1167,0,Balanced
25,Male,Junior,Economics,775,709,4195,680,115,182,84,128,26,106,112,93,Credit/Debit Card,699,118,14,2155,1262,0,Balanced
25,Non-binary,Junior,Economics,1483,519,4676,970,145,168,270,23,39,72,106,186,Mobile Payment App,779,86,45,2533,964,1,Saver
19,Male,Junior,Biology,1304,232,4540,651,184,102,191,148,67,268,45,50,Mobile Payment App,757,39,32,2304,961,1,Saver
24,Female,Sophomore,Biology,1400,892,4726,749,359,163,294,132,20,208,148,82,Mobile Payment App,788,149,49,2698,1149,0,Balanced
24,Non-binary,Freshman,Computer Science,1440,869,5852,759,271,75,187,77,66,295,196,71,Mobile Payment App,975,145,31,2816,1231,0,Balanced
22,Female,Freshman,Economics,1460,650,3562,771,311,62,265,53,96,112,37,77,Credit/Debit Card,594,108,44,2157,589,1,Saver
20,Non-binary,Junior,Biology,1379,714,4758,927,192,119,288,137,59,95,194,33,Credit/Debit Card,793,119,48,2597,1099,0,Balanced
18,Female,Junior,Computer Science,942,545,5805,914,108,50,206,24,56,54,188,70,Mobile Payment App,968,91,34,2466,1433,0,Balanced
25,Non-binary,Junior,Biology,740,871,4194,473,366,83,156,62,33,86,81,78,Cash,699,145,26,1987,1102,0,Balanced
18,Female,Sophomore,Psychology,1186,733,5923,541,291,111,114,42,49,73,166,131,Cash,987,122,19,2410,1102,0,Balanced
23,Male,Junior,Biology,731,812,5637,582,148,74,234,27,68,158,81,48,Cash,940,135,39,2165,1299,0,Balanced
20,Male,Junior,Economics,1347,735,5563,974,310,98,167,35,43,298,182,37,Cash,927,122,28,2932,1463,0,Balanced
19,Female,Freshman,Biology,1085,417,4680,705,159,182,295,132,66,105,185,54,Cash,780,70,49,2417,1262,0,Balanced
22,Male,Senior,Biology,665,401,3645,967,151,50,232,118,75,182,181,148,Mobile Payment App,608,67,39,2519,1787,2,Over-Spender
22,Male,Freshman,Economics,1422,674,5030,663,332,148,251,130,61,187,124,117,Cash,838,112,42,2642,1108,0,Balanced
24,Male,Freshman,Biology,1366,319,3549,921,389,127,146,44,93,224,151,30,Mobile Payment App,592,53,24,2595,1176,0,Balanced
21,Female,Sophomore,Engineering,714,645,3751,853,149,66,184,35,21,219,176,72,Mobile Payment App,625,108,31,2247,1425,0,Balanced
25,Male,Freshman,Psychology,1259,139,4943,747,200,94,226,142,39,140,95,65,Credit/Debit Card,824,23,38,2384,1102,0,Balanced
19,Female,Senior,Economics,975,939,3256,936,368,179,165,144,89,52,48,120,Mobile Payment App,543,156,28,2507,1376,0,Balanced
24,Female,Senior,Engineering,1420,235,3609,841,151,190,175,20,97,57,154,71,Cash,602,39,29,2212,753,1,Saver
24,Non-binary,Sophomore,Engineering,604,751,3687,554,217,66,188,122,32,169,69,150,Cash,614,125,31,2024,1295,0,Balanced
25,Non-binary,Senior,Economics,1250,509,4288,679,125,98,92,120,39,109,146,188,Cash,715,85,15,2234,899,1,Saver
20,Non-binary,Freshman,Computer Science,567,906,3748,842,375,96,144,112,47,278,173,48,Mobile Payment App,625,151,24,2620,1902,2,Over-Spender
25,Female,Freshman,Computer Science,546,691,5457,978,286,100,237,60,58,206,158,137,Cash,910,115,40,2933,2272,2,Over-Spender
18,Non-binary,Senior,Economics,1169,836,5537,996,334,83,288,78,56,105,166,180,Mobile Payment App,923,139,48,2969,1661,2,Over-Spender
23,Non-binary,Freshman,Economics,834,607,3582,692,350,88,298,150,90,248,51,34,Credit/Debit Card,597,101,50,2350,1415,0,Balanced
19,Non-binary,Sophomore,Computer Science,1117,234,3366,940,212,87,121,139,41,298,119,158,Mobile Payment App,561,39,20,2575,1419,0,Balanced
25,Male,Freshman,Economics,677,894,5595,841,313,52,219,66,42,92,120,84,Mobile Payment App,932,149,36,2578,1752,2,Over-Spender
20,Non-binary,Freshman,Engineering,1433,964,4777,904,327,77,112,146,71,97,167,117,Cash,796,161,19,2721,1127,0,Balanced
20,Female,Freshman,Biology,889,633,3100,524,247,82,201,102,92,103,96,30,Credit/Debit Card,517,106,34,1827,832,1,Saver
21,Male,Junior,Biology,670,708,5934,649,386,146,182,132,48,175,59,155,Credit/Debit Card,989,118,30,2769,1981,2,Over-Spender
19,Male,Senior,Economics,645,616,4694,904,158,69,148,60,98,114,40,72,Credit/Debit Card,782,103,25,2322,1574,0,Balanced
21,Female,Junior,Psychology,1107,971,5997,720,289,124,210,35,51,157,101,168,Mobile Payment App,1000,162,35,2680,1411,0,Balanced
22,Female,Sophomore,Psychology,750,572,4144,563,104,191,58,22,97,53,41,99,Cash,691,95,10,1871,1026,1,Saver
21,Male,Sophomore,Biology,654,261,3359,802,124,56,57,41,56,111,62,196,Mobile Payment App,560,44,10,2018,1320,0,Balanced
20,Male,Freshman,Psychology,1141,57,5734,696,284,83,204,63,46,56,125,55,Cash,956,10,34,2398,1247,0,Balanced
22,Female,Sophomore,Biology,811,815,4724,815,300,120,126,22,93,104,119,152,Cash,787,136,21,2533,1586,0,Balanced
23,Female,Senior,Engineering,1452,520,3463,822,317,77,148,91,61,166,133,122,Mobile Payment App,577,87,25,2391,852,1,Saver
20,Non-binary,Junior,Psychology,1255,82,4739,465,400,68,190,24,70,246,132,160,Mobile Payment App,790,14,32,2387,1118,0,Balanced
24,Female,Junior,Computer Science,737,266,4964,780,303,111,199,62,94,193,97,57,Credit/Debit Card,827,44,33,2557,1776,2,Over-Spender
25,Male,Freshman,Engineering,1419,253,4089,444,220,148,114,65,29,136,34,35,Credit/Debit Card,682,42,19,1812,351,1,Saver
23,Non-binary,Freshman,Computer Science,815,76,4461,446,132,165,165,58,99,135,174,111,Cash,744,13,28,2092,1264,0,Balanced
25,Male,Senior,Engineering,1034,602,3444,517,238,110,255,86,77,281,150,56,Credit/Debit Card,574,100,42,2131,997,1,Saver
24,Non-binary,Freshman,Computer Science,1022,626,4797,413,139,167,165,75,57,219,126,43,Mobile Payment App,800,104,28,2067,941,1,Saver
23,Female,Sophomore,Biology,1341,839,3033,514,300,122,137,40,61,170,65,100,Cash,506,140,23,1901,420,1,Saver
20,Female,Senior,Engineering,999,919,5819,507,269,119,228,99,49,55,115,53,Mobile Payment App,970,153,38,2274,1122,0,Balanced
21,Male,Freshman,Psychology,1218,162,5467,684,280,131,186,103,85,91,89,126,Mobile Payment App,911,27,31,2531,1286,0,Balanced
24,Male,Sophomore,Economics,1332,705,3512,796,399,199,79,54,86,206,99,129,Cash,585,118,13,2566,1116,0,Balanced
20,Non-binary,Freshman,Biology,903,371,4230,798,319,60,90,101,24,147,70,170,Credit/Debit Card,705,62,15,2409,1444,0,Balanced
25,Non-binary,Freshman,Biology,932,887,5307,472,345,61,190,119,69,235,67,40,Mobile Payment App,884,148,32,2324,1244,0,Balanced
21,Female,Junior,Biology,634,330,5961,774,334,193,105,83,46,166,200,150,Cash,994,55,18,2958,2269,2,Over-Spender
25,Male,Senior,Biology,553,268,3130,736,140,68,150,99,33,288,51,199,Credit/Debit Card,522,45,25,2161,1563,0,Balanced
21,Male,Junior,Economics,547,678,5610,510,192,123,248,57,28,252,141,122,Cash,935,113,41,2401,1741,2,Over-Spender
18,Male,Senior,Computer Science,867,646,3014,944,320,165,232,96,73,298,142,183,Cash,502,108,39,2762,1787,2,Over-Spender
20,Male,Sophomore,Economics,863,844,3088,966,371,66,227,117,32,245,55,83,Mobile Payment App,515,141,38,2488,1484,0,Balanced
25,Non-binary,Sophomore,Biology,603,321,4879,420,231,126,248,74,32,172,80,193,Mobile Payment App,813,54,41,2182,1525,0,Balanced
21,Female,Junior,Computer Science,1480,555,3534,799,259,100,254,93,66,279,191,55,Credit/Debit Card,589,92,42,2473,901,1,Saver
18,Male,Freshman,Engineering,522,448,3744,706,174,80,284,90,61,228,66,181,Mobile Payment App,624,75,47,2257,1660,2,Over-Spender
22,Female,Junior,Biology,1376,510,3318,460,132,159,59,88,38,87,88,76,Cash,553,85,10,1691,230,1,Saver
22,Non-binary,Junior,Computer Science,1195,988,5729,455,115,117,74,129,93,154,155,190,Credit/Debit Card,955,165,12,2375,1015,1,Saver
24,Non-binary,Freshman,Psychology,1223,785,3521,821,128,50,135,96,67,182,139,196,Credit/Debit Card,587,131,22,2288,934,1,Saver
21,Female,Junior,Computer Science,613,524,3640,834,219,57,71,89,39,241,66,93,Cash,607,87,12,2257,1557,0,Balanced
25,Non-binary,Sophomore,Engineering,844,766,4017,840,179,189,230,128,74,157,38,131,Mobile Payment App,670,128,38,2444,1472,0,Balanced
24,Female,Junior,Computer Science,620,192,4213,726,332,144,289,92,24,195,135,127,Cash,702,32,48,2525,1873,2,Over-Spender
22,Male,Freshman,Psychology,983,944,4216,978,114,103,58,123,72,114,76,63,Credit/Debit Card,703,157,10,2356,1216,0,Balanced
25,Male,Sophomore,Biology,996,250,5975,520,317,121,115,47,89,241,45,81,Mobile Payment App,996,42,19,2476,1438,0,Balanced
18,Male,Junior,Engineering,1106,794,3075,881,165,166,260,23,32,135,49,34,Cash,512,132,43,2040,802,1,Saver
23,Non-binary,Senior,Engineering,1032,809,4359,987,364,176,67,74,52,56,166,67,Credit/Debit Card,726,135,11,2679,1512,0,Balanced
20,Female,Senior,Biology,1419,991,4647,648,261,151,78,55,31,222,135,72,Credit/Debit Card,774,165,13,2362,778,1,Saver
22,Male,Sophomore,Economics,610,100,5142,473,298,164,139,45,67,77,32,113,Cash,857,17,23,2149,1522,0,Balanced
19,Female,Junior,Economics,1449,599,4790,885,109,57,293,70,90,267,164,33,Cash,798,100,49,2522,973,1,Saver
25,Male,Senior,Engineering,1270,504,3467,484,286,132,291,138,48,155,162,41,Credit/Debit Card,578,84,48,2072,718,1,Saver
18,Non-binary,Freshman,Computer Science,770,637,5055,814,273,55,140,134,61,131,128,39,Mobile Payment App,842,106,23,2500,1624,2,Over-Spender
25,Non-binary,Sophomore,Psychology,911,929,4595,578,338,122,165,25,87,275,176,94,Credit/Debit Card,766,155,28,2489,1423,0,Balanced
18,Female,Junior,Biology,1303,299,5031,701,242,183,249,103,79,107,74,52,Credit/Debit Card,838,50,42,2421,1068,0,Balanced
19,Non-binary,Junior,Engineering,1367,688,3603,452,372,162,177,29,66,243,30,155,Credit/Debit Card,600,115,30,2139,657,1,Saver
25,Non-binary,Sophomore,Computer Science,509,664,3449,779,243,153,281,108,52,70,145,192,Credit/Debit Card,575,111,47,2364,1744,2,Over-Spender
22,Male,Junior,Engineering,804,582,5299,892,153,173,199,32,84,289,126,46,Cash,883,97,33,2711,1810,2,Over-Spender
23,Female,Freshman,Computer Science,1268,271,5323,898,204,187,215,113,81,212,111,57,Credit/Debit Card,887,45,36,2786,1473,0,Balanced
22,Non-binary,Junior,Engineering,1492,82,3720,823,277,186,275,141,61,167,65,34,Cash,620,14,46,2420,914,1,Saver
23,Non-binary,Senior,Biology,1402,461,3827,904,321,138,147,114,33,198,188,179,Cash,638,77,24,2737,1258,0,Balanced
24,Non-binary,Junior,Psychology,673,606,4035,818,355,103,257,35,47,56,149,48,Credit/Debit Card,672,101,43,2326,1552,0,Balanced
22,Female,Sophomore,Biology,1174,962,4894,426,329,191,175,29,34,113,156,171,Cash,816,160,29,2294,960,1,Saver
20,Female,Freshman,Biology,635,827,4125,969,194,196,228,81,68,120,112,185,Credit/Debit Card,688,138,38,2651,1878,2,Over-Spender
23,Male,Sophomore,Engineering,792,584,4401,631,224,100,72,73,28,98,101,140,Credit/Debit Card,734,97,12,2141,1252,0,Balanced
22,Non-binary,Sophomore,Biology,998,928,3199,565,151,71,270,78,98,291,124,125,Mobile Payment App,533,155,45,2081,928,1,Saver
21,Non-binary,Junior,Biology,866,581,5775,773,267,100,252,32,26,97,42,82,Credit/Debit Card,962,97,42,2423,1460,0,Balanced
23,Non-binary,Sophomore,Biology,1408,566,3714,905,223,168,262,124,31,123,58,189,Cash,619,94,44,2484,982,1,Saver
25,Non-binary,Freshman,Biology,732,103,3335,742,395,154,245,130,73,178,100,80,Credit/Debit Card,556,17,41,2449,1700,2,Over-Spender
18,Non-binary,Junior,Engineering,1107,511,5507,738,144,131,213,53,38,156,137,47,Cash,918,85,36,2398,1206,0,Balanced
24,Female,Freshman,Engineering,1165,68,4126,859,333,196,124,109,49,185,179,29,Cash,688,11,21,2648,1472,0,Balanced
19,Female,Freshman,Computer Science,1316,867,4432,627,110,185,226,25,34,90,190,135,Credit/Debit Card,739,144,38,2173,713,1,Saver
21,Non-binary,Junior,Psychology,1471,280,4104,862,312,180,241,70,90,84,182,121,Cash,684,47,40,2625,1107,0,Balanced
18,Non-binary,Sophomore,Psychology,536,557,3744,498,375,128,185,63,97,298,45,36,Cash,624,93,31,2195,1566,0,Balanced
21,Male,Sophomore,Economics,1045,542,4154,937,157,164,246,25,29,99,46,77,Credit/Debit Card,692,90,41,2267,1132,0,Balanced
24,Non-binary,Junior,Biology,609,389,4329,934,393,68,77,33,96,235,48,186,Mobile Payment App,722,65,13,2728,2054,2,Over-Spender
20,Male,Senior,Psychology,581,964,4975,775,106,86,84,22,68,84,39,172,Mobile Payment App,829,161,14,2195,1453,0,Balanced
20,Female,Sophomore,Biology,1106,212,3376,461,130,175,231,135,37,59,197,168,Credit/Debit Card,563,35,38,1963,822,1,Saver
22,Non-binary,Freshman,Psychology,1316,710,3548,682,382,69,268,62,95,251,118,22,Credit/Debit Card,591,118,45,2317,883,1,Saver
19,Non-binary,Senior,Computer Science,574,103,5976,605,372,82,296,39,42,287,153,133,Credit/Debit Card,996,17,49,2758,2167,2,Over-Spender
19,Male,Sophomore,Biology,1115,12,3779,482,306,161,281,150,76,265,170,193,Mobile Payment App,630,2,47,2480,1363,0,Balanced
25,Male,Sophomore,Engineering,1257,45,3653,809,373,147,246,78,36,275,158,197,Credit/Debit Card,609,8,41,2723,1458,0,Balanced
23,Male,Junior,Economics,1069,130,5452,503,218,83,93,72,65,170,89,144,Cash,909,22,16,2269,1178,0,Balanced
22,Non-binary,Junior,Biology,757,471,3362,719,359,69,253,145,48,159,63,79,Credit/Debit Card,560,78,42,2243,1408,0,Balanced
21,Non-binary,Sophomore,Psychology,794,166,3624,908,371,73,222,103,41,283,152,109,Cash,604,28,37,2681,1859,2,Over-Spender
22,Male,Freshman,Computer Science,1139,845,4743,893,356,126,255,20,65,62,195,25,Credit/Debit Card,790,141,42,2574,1294,0,Balanced
23,Non-binary,Sophomore,Engineering,598,125,5824,413,278,130,91,88,60,152,82,27,Cash,971,21,15,2216,1597,2,Over-Spender
21,Female,Freshman,Economics,514,402,4642,494,395,92,56,104,66,98,131,135,Mobile Payment App,774,67,9,2298,1717,2,Over-Spender
23,Male,Freshman,Psychology,1479,418,3501,960,344,103,239,63,95,146,31,185,Mobile Payment App,584,70,40,2551,1002,1,Saver
24,Non-binary,Junior,Biology,633,361,4634,685,252,128,268,107,74,139,190,23,Credit/Debit Card,772,60,45,2415,1722,2,Over-Spender
25,Non-binary,Senior,Biology,1437,150,4770,941,286,104,274,100,21,199,136,188,Credit/Debit Card,795,25,46,2816,1354,0,Balanced
22,Male,Sophomore,Biology,1135,279,4825,793,370,115,87,93,36,102,111,41,Credit/Debit Card,804,46,14,2479,1298,0,Balanced
21,Female,Junior,Engineering,1433,11,4125,832,313,123,187,134,62,61,200,102,Cash,688,2,31,2546,1111,0,Balanced
20,Female,Senior,Computer Science,824,93,3471,538,249,127,224,72,76,90,169,183,Credit/Debit Card,578,16,37,2119,1279,0,Balanced
24,Male,Junior,Psychology,967,288,4629,958,284,107,256,129,85,172,46,45,Mobile Payment App,772,48,43,2641,1626,2,Over-Spender
25,Male,Sophomore,Economics,1126,708,3830,405,343,159,226,98,24,197,162,160,Mobile Payment App,638,118,38,2224,980,1,Saver
21,Female,Sophomore,Psychology,885,513,5497,832,136,66,241,123,66,256,137,53,Credit/Debit Card,916,86,40,2625,1654,2,Over-Spender
25,Non-binary,Sophomore,Psychology,525,984,4547,670,359,148,192,38,56,162,31,86,Credit/Debit Card,758,164,32,2340,1651,2,Over-Spender
20,Male,Senior,Psychology,1009,14,4309,699,262,117,136,24,67,113,93,45,Mobile Payment App,718,2,23,2161,1150,0,Balanced
18,Non-binary,Senior,Psychology,1478,46,5450,957,360,77,112,22,50,265,183,92,Mobile Payment App,908,8,19,2933,1447,0,Balanced
19,Male,Sophomore,Computer Science,547,365,3465,645,316,58,186,120,54,196,135,119,Mobile Payment App,578,61,31,2252,1644,2,Over-Spender
22,Female,Freshman,Psychology,549,410,4796,749,304,167,82,142,100,271,169,153,Credit/Debit Card,799,68,14,2868,2251,2,Over-Spender
25,Female,Junior,Engineering,1326,611,5451,734,205,91,73,95,71,217,126,140,Mobile Payment App,908,102,12,2599,1171,0,Balanced
21,Male,Junior,Psychology,761,9,4836,594,375,53,256,55,41,50,126,35,Cash,806,2,43,2178,1415,0,Balanced
25,Non-binary,Senior,Computer Science,1344,494,5885,809,233,167,171,83,60,94,61,154,Cash,981,82,28,2670,1244,0,Balanced
22,Male,Junior,Biology,895,885,5489,456,343,157,177,123,75,77,156,139,Credit/Debit Card,915,148,30,2471,1428,0,Balanced
23,Non-binary,Junior,Economics,1036,811,4911,437,398,134,299,69,55,156,35,123,Mobile Payment App,818,135,50,2275,1104,0,Balanced
22,Non-binary,Senior,Computer Science,664,538,3008,417,236,75,136,131,60,243,156,116,Credit/Debit Card,501,90,23,1958,1204,0,Balanced
22,Non-binary,Senior,Computer Science,1403,789,5886,962,163,129,149,35,92,251,166,114,Cash,981,132,25,2918,1383,0,Balanced
23,Male,Senior,Engineering,1094,360,4651,622,242,90,98,103,77,138,111,190,Cash,775,60,16,2364,1210,0,Balanced
24,Female,Sophomore,Computer Science,789,413,3482,835,206,128,153,137,77,115,67,135,Mobile Payment App,580,69,26,2306,1448,0,Balanced
25,Non-binary,Sophomore,Biology,587,756,5035,797,291,171,283,89,26,238,74,119,Cash,839,126,47,2691,1978,2,Over-Spender
23,Male,Junior,Biology,509,395,3729,607,326,156,251,138,45,204,30,59,Mobile Payment App,622,66,42,2229,1654,2,Over-Spender
19,Male,Junior,Computer Science,1382,935,4650,853,203,180,230,33,55,297,43,122,Credit/Debit Card,775,156,38,2599,1061,0,Balanced
25,Non-binary,Senior,Engineering,1301,757,3811,664,121,115,239,126,48,121,172,114,Mobile Payment App,635,126,40,2156,729,1,Saver
23,Non-binary,Senior,Engineering,777,53,4935,505,268,181,194,79,60,71,54,65,Mobile Payment App,822,9,32,2137,1351,0,Balanced
19,Male,Sophomore,Psychology,505,646,4935,688,129,143,112,130,89,209,197,81,Cash,822,108,19,2507,1894,2,Over-Spender
24,Female,Junior,Engineering,866,796,4865,756,274,181,260,141,47,237,125,67,Cash,811,133,43,2682,1683,2,Over-Spender
19,Male,Freshman,Biology,1329,127,3321,836,277,92,108,27,67,251,87,87,Mobile Payment App,554,21,18,2296,946,1,Saver
20,Non-binary,Freshman,Economics,1372,297,4227,505,142,144,264,20,64,195,34,74,Cash,704,50,44,1926,504,1,Saver
24,Male,Junior,Economics,1004,883,5084,773,335,118,297,83,88,100,133,159,Credit/Debit Card,847,147,50,2686,1535,0,Balanced
23,Non-binary,Freshman,Biology,1415,153,4526,880,111,167,171,90,78,205,113,125,Cash,754,26,28,2551,1110,0,Balanced
