age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method,tuition_monthly,financial_aid_monthly,books_supplies_monthly,total_spending,spending_ratio,spending_category
20,Male,Sophomore,Biology,1479,398,5517,854,238,93,254,118,22,143,36,67,Cash,920,66,42,2533,1.6394822006472491,Saver
21,Non-binary,Sophomore,Economics,994,469,3783,415,144,172,133,41,88,284,116,199,Mobile Payment App,630,78,22,2111,1.9692164179104477,Balanced
25,Female,Sophomore,Biology,843,555,5071,604,126,195,193,107,53,159,49,72,Mobile Payment App,845,92,32,2242,2.397860962566845,Balanced
21,Non-binary,Junior,Biology,1412,671,6000,917,295,191,103,22,85,297,62,140,Mobile Payment App,1000,112,17,3026,1.9855643044619422,Saver
22,Male,Junior,Computer Science,727,238,5354,733,325,182,155,42,81,220,199,176,Credit/Debit Card,892,40,26,2876,3.7496740547588003,Over-Spender
25,Male,Sophomore,Computer Science,622,642,4637,862,290,200,266,21,44,229,168,77,Mobile Payment App,773,107,44,2708,3.7146776406035666,Over-Spender
23,Female,Senior,Computer Science,1392,197,3161,954,287,101,168,55,52,180,135,99,Credit/Debit Card,527,33,28,2418,1.696842105263158,Saver
19,Male,Sophomore,Computer Science,1491,809,4924,792,191,144,287,81,36,223,104,186,Credit/Debit Card,821,135,48,2626,1.6150061500615007,Saver
22,Non-binary,Junior,Engineering,1038,540,4378,791,202,93,184,105,48,254,79,160,Mobile Payment App,730,90,31,2493,2.2101063829787235,Balanced
24,Female,Junior,Biology,854,501,3269,990,249,198,247,135,27,53,98,67,Mobile Payment App,545,84,41,2403,2.5618336886993602,Balanced
21,Male,Sophomore,Biology,1415,688,5211,857,254,156,275,148,54,227,119,87,Cash,868,115,46,2816,1.8405228758169934,Saver
18,Non-binary,Senior,Economics,1136,434,4522,642,144,121,219,149,80,188,54,146,Mobile Payment App,754,72,36,2314,1.9155629139072847,Balanced
22,Non-binary,Senior,Computer Science,971,100,3645,979,163,134,50,85,86,267,193,80,Credit/Debit Card,608,17,8,2603,2.6346153846153846,Balanced
20,Non-binary,Senior,Economics,1115,31,5206,442,332,149,229,116,69,272,103,160,Mobile Payment App,868,5,38,2549,2.275892857142857,Balanced
20,Non-binary,Freshman,Biology,523,279,4777,417,256,188,156,105,77,191,137,41,Cash,796,46,26,2234,3.9261862917398944,Over-Spender
24,Non-binary,Junior,Psychology,533,815,5620,850,203,166,220,91,34,235,39,138,Credit/Debit Card,937,136,37,2730,4.0807174887892375,Over-Spender
19,Female,Sophomore,Psychology,1129,832,3885,691,131,147,218,38,38,292,168,100,Cash,648,139,36,2289,1.805205047318612,Saver
22,Non-binary,Senior,Economics,739,883,3099,900,281,111,108,121,29,161,137,46,Credit/Debit Card,516,147,18,2320,2.618510158013544,Over-Spender
18,Female,Senior,Engineering,1099,423,3690,973,287,98,270,146,100,136,128,129,Mobile Payment App,615,70,45,2657,2.2728828058169377,Balanced
25,Non-binary,Junior,Psychology,610,148,5414,887,256,57,209,84,76,220,184,104,Mobile Payment App,902,25,35,2805,4.417322834645669,Over-Spender
23,Male,Junior,Biology,1305,642,5566,844,274,120,178,28,28,179,122,73,Credit/Debit Card,928,107,30,2626,1.8597733711048159,Saver
23,Female,Freshman,Engineering,1263,744,3369,825,141,117,135,45,39,159,158,114,Cash,562,124,22,2182,1.573179524152848,Saver
23,Female,Freshman,Engineering,656,836,3586,770,172,111,261,78,99,177,145,74,Cash,598,139,44,2268,2.852830188679245,Over-Spender
22,Female,Junior,Economics,975,406,3855,752,249,93,122,125,56,181,103,50,Credit/Debit Card,642,68,20,2271,2.177372962607862,Balanced
25,Male,Freshman,Computer Science,1459,996,4957,892,142,51,243,128,83,131,64,35,Mobile Payment App,826,166,40,2392,1.472,Saver
25,Non-binary,Junior,Biology,1302,115,3265,561,252,88,196,84,27,158,125,121,Mobile Payment App,544,19,33,1993,1.5087055261165783,Saver
18,Female,Senior,Computer Science,1115,709,4745,733,262,118,197,97,79,182,32,52,Mobile Payment App,791,118,33,2379,1.9294403892944039,Balanced
24,Non-binary,Freshman,Engineering,816,658,4614,498,181,103,54,67,68,288,163,141,Mobile Payment App,769,110,9,2287,2.4697624190064795,Balanced
24,Non-binary,Freshman,Engineering,1358,32,5658,696,136,77,216,70,89,103,90,163,Mobile Payment App,943,5,36,2403,1.7630227439471753,Saver
20,Female,Junior,Psychology,1054,87,5634,998,266,170,191,137,100,175,94,81,Cash,939,14,32,2992,2.801498127340824,Balanced
24,Non-binary,Freshman,Engineering,1372,208,4545,669,262,76,211,138,83,291,73,109,Credit/Debit Card,758,35,35,2494,1.7725657427149963,Saver
24,Non-binary,Sophomore,Engineering,1101,508,3718,423,341,155,291,111,75,263,122,52,Mobile Payment App,620,85,48,2210,1.863406408094435,Balanced
23,Male,Junior,Engineering,1258,939,4662,745,250,121,238,101,60,263,34,113,Cash,777,156,40,2504,1.770862800565771,Saver
23,Male,Freshman,Biology,1399,663,4775,612,289,169,116,148,74,239,199,82,Cash,796,110,19,2627,1.740888005301524,Saver
21,Male,Senior,Biology,1469,592,5685,505,272,56,239,23,57,161,107,183,Cash,948,99,40,2352,1.5,Saver
23,Male,Sophomore,Engineering,560,300,4954,554,100,122,174,109,92,188,68,115,Cash,826,50,29,2203,3.6114754098360655,Over-Spender
24,Male,Freshman,Engineering,527,337,5328,462,349,171,288,145,92,241,120,125,Credit/Debit Card,888,56,48,2641,4.530017152658662,Over-Spender
20,Male,Freshman,Biology,1165,282,3264,869,132,91,255,56,37,85,187,61,Mobile Payment App,544,47,42,2104,1.7359735973597359,Balanced
25,Male,Junior,Computer Science,996,692,4653,765,351,148,243,31,58,74,191,176,Credit/Debit Card,776,115,40,2610,2.3492349234923493,Balanced
24,Male,Junior,Engineering,630,528,4001,921,377,193,87,142,60,155,51,58,Cash,667,88,14,2638,3.6740947075208914,Over-Spender
19,Male,Junior,Engineering,542,205,4638,838,332,67,237,74,80,205,116,175,Mobile Payment App,773,34,40,2700,4.6875,Over-Spender
19,Non-binary,Freshman,Psychology,648,929,4294,696,267,104,215,79,96,286,35,44,Credit/Debit Card,716,155,36,2359,2.937733499377335,Over-Spender
22,Non-binary,Senior,Computer Science,639,699,4625,463,338,80,265,51,80,295,103,137,Credit/Debit Card,771,116,44,2362,3.128476821192053,Over-Spender
18,Non-binary,Sophomore,Engineering,729,665,4464,670,378,122,191,145,94,198,169,101,Cash,744,111,32,2653,3.158333333333333,Over-Spender
19,Male,Junior,Computer Science,1021,473,4614,875,282,57,191,42,40,153,106,157,Mobile Payment App,769,79,32,2513,2.2845454545454547,Balanced
23,Male,Senior,Economics,1229,794,4968,953,216,85,85,143,37,280,94,185,Credit/Debit Card,828,132,14,2835,2.083027185892726,Saver
21,Male,Junior,Engineering,660,207,5365,547,194,59,112,98,23,229,168,64,Credit/Debit Card,894,34,19,2295,3.3069164265129682,Over-Spender
21,Non-binary,Freshman,Computer Science,1343,6,3103,759,238,75,289,107,41,170,89,44,Cash,517,1,48,2088,1.5535714285714286,Saver
25,Non-binary,Junior,Computer Science,833,410,4562,525,330,50,245,112,89,132,137,155,Cash,760,68,41,2331,2.5871254162042177,Over-Spender
22,Male,Freshman,Computer Science,555,51,5060,534,354,69,64,33,48,76,42,26,Cash,843,8,11,2036,3.616341030195382,Over-Spender
22,Male,Freshman,Engineering,541,94,5373,409,264,79,288,59,43,113,175,33,Credit/Debit Card,896,16,48,2119,3.8043087971274687,Over-Spender
22,Non-binary,Senior,Economics,748,296,3962,721,389,71,108,89,93,106,186,170,Credit/Debit Card,660,49,18,2503,3.140526976160602,Over-Spender
21,Female,Sophomore,Engineering,1477,497,4287,851,296,53,95,134,61,143,87,134,Cash,714,83,16,2489,1.5955128205128206,Saver
22,Non-binary,Senior,Biology,1236,189,5655,773,175,145,256,122,60,143,118,169,Credit/Debit Card,942,32,43,2690,2.1214511041009465,Balanced
25,Male,Freshman,Biology,592,657,3801,939,137,127,280,59,75,265,70,85,Cash,634,110,47,2438,3.472934472934473,Over-Spender
25,Female,Senior,Computer Science,558,830,4642,895,349,89,273,45,83,79,122,143,Mobile Payment App,774,138,46,2625,3.771551724137931,Over-Spender
23,Male,Sophomore,Engineering,925,414,4123,776,178,106,268,105,39,201,144,108,Credit/Debit Card,687,69,45,2389,2.403420523138833,Balanced
18,Male,Senior,Computer Science,719,498,3780,494,312,149,111,126,73,60,57,169,Mobile Payment App,630,83,18,2088,2.603491271820449,Over-Spender
24,Female,Junior,Engineering,981,875,3266,852,201,167,102,118,72,124,62,110,Credit/Debit Card,544,146,17,2267,2.0115350488021297,Balanced
25,Non-binary,Senior,Economics,1381,882,3704,464,269,88,257,105,47,106,135,66,Credit/Debit Card,617,147,43,1940,1.2696335078534031,Saver
18,Non-binary,Sophomore,Biology,929,126,3357,615,324,73,162,150,58,211,87,77,Cash,560,21,27,2182,2.296842105263158,Balanced
24,Male,Junior,Biology,1245,906,5452,459,255,128,95,44,47,288,195,191,Mobile Payment App,909,151,16,2532,1.813753581661891,Saver
20,Female,Junior,Economics,691,340,3798,748,152,53,262,118,91,112,163,71,Mobile Payment App,633,57,44,2185,2.921122994652406,Over-Spender
24,Female,Freshman,Psychology,1326,499,5353,852,129,166,183,91,85,291,54,141,Credit/Debit Card,892,83,30,2731,1.9382540809084456,Saver
18,Non-binary,Junior,Psychology,1000,203,5199,559,371,104,144,70,63,102,95,105,Credit/Debit Card,866,34,24,2359,2.281431334622824,Balanced
25,Male,Junior,Computer Science,592,662,5221,694,119,93,275,92,58,52,180,160,Credit/Debit Card,870,110,46,2364,3.3675213675213675,Over-Spender
22,Male,Senior,Economics,1227,226,3658,951,218,199,238,73,79,112,196,67,Mobile Payment App,610,38,40,2545,2.0118577075098814,Balanced
20,Female,Sophomore,Engineering,575,534,5231,506,378,66,141,66,75,56,153,99,Cash,872,89,24,2295,3.4563253012048194,Over-Spender
19,Female,Junior,Engineering,1298,323,3510,444,222,168,221,98,61,175,133,69,Credit/Debit Card,585,54,37,1992,1.4733727810650887,Saver
23,Male,Sophomore,Engineering,1141,482,3621,572,121,184,108,41,55,93,126,86,Cash,604,80,18,1900,1.556101556101556,Saver
25,Male,Senior,Biology,703,654,5926,735,295,100,278,39,80,139,178,190,Credit/Debit Card,988,109,46,2790,3.435960591133005,Over-Spender
23,Female,Freshman,Economics,929,160,3445,418,213,83,159,87,54,55,198,135,Mobile Payment App,574,27,26,1843,1.9278242677824269,Balanced
23,Non-binary,Junior,Engineering,1415,970,3694,513,148,157,297,104,42,294,154,161,Mobile Payment App,616,162,50,2239,1.4197844007609386,Saver
18,Non-binary,Senior,Engineering,1359,387,5747,995,263,193,246,32,23,152,110,120,Credit/Debit Card,958,64,41,2887,2.028812368236121,Saver
23,Male,Freshman,Biology,1162,720,5880,630,259,117,113,127,94,126,89,130,Cash,980,120,19,2571,2.0054602184087362,Balanced
18,Female,Sophomore,Biology,663,304,5655,632,176,89,215,57,61,51,56,107,Credit/Debit Card,942,51,36,2207,3.0910364145658265,Over-Spender
18,Non-binary,Freshman,Economics,1432,9,5568,929,224,108,265,69,22,102,120,151,Credit/Debit Card,928,2,44,2697,1.8807531380753137,Saver
20,Non-binary,Freshman,Computer Science,663,823,3637,695,191,147,277,23,73,212,188,179,Mobile Payment App,606,137,46,2360,2.95,Over-Spender
18,Non-binary,Senior,Economics,1327,109,3975,940,363,153,157,88,98,119,52,20,Credit/Debit Card,662,18,26,2521,1.8743494423791822,Saver
22,Male,Senior,Psychology,1045,359,5381,610,269,71,209,49,83,291,168,183,Credit/Debit Card,897,60,35,2656,2.4036199095022623,Balanced
21,Male,Junior,Computer Science,619,605,3238,793,380,89,87,135,36,209,92,84,Credit/Debit Card,540,101,14,2372,3.2944444444444443,Over-Spender
21,Non-binary,Freshman,Economics,815,905,3053,433,355,84,241,89,67,262,141,41,Cash,509,151,40,2021,2.0921325051759836,Balanced
20,Non-binary,Freshman,Biology,728,399,5128,967,152,139,293,96,39,287,184,157,Cash,855,66,49,2925,3.6838790931989926,Over-Spender
21,Male,Senior,Economics,941,831,3687,722,390,135,81,131,69,124,107,38,Mobile Payment App,614,138,14,2344,2.1723818350324375,Balanced
18,Male,Freshman,Psychology,1176,43,3352,838,211,60,278,121,21,108,87,164,Credit/Debit Card,559,7,46,2215,1.8723584108199494,Balanced
22,Non-binary,Sophomore,Computer Science,1092,574,3997,731,187,93,151,63,55,96,169,118,Credit/Debit Card,666,96,25,2203,1.8543771043771045,Balanced
18,Female,Sophomore,Biology,1439,526,3394,896,176,86,134,63,52,150,175,129,Mobile Payment App,566,88,22,2315,1.516044531761624,Saver
22,Male,Senior,Economics,816,616,3461,543,350,101,90,103,24,245,44,150,Credit/Debit Card,577,103,15,2152,2.3416757344940153,Balanced
18,Male,Junior,Biology,1413,775,4715,457,264,71,250,127,54,152,91,120,Cash,786,129,42,2164,1.4033722438391698,Saver
24,Female,Sophomore,Biology,1076,355,4596,464,134,99,167,97,34,77,51,149,Cash,766,59,28,1899,1.6731277533039648,Balanced
21,Female,Sophomore,Economics,559,169,5303,431,222,103,237,80,56,188,78,176,Credit/Debit Card,884,28,40,2258,3.8466780238500853,Over-Spender
23,Male,Sophomore,Engineering,1144,800,3881,405,381,130,179,106,94,216,82,50,Credit/Debit Card,647,133,30,2141,1.6765857478465154,Saver
20,Non-binary,Junior,Psychology,1296,113,5452,462,191,69,238,93,51,155,187,102,Credit/Debit Card,909,19,40,2259,1.7178707224334602,Saver
24,Male,Senior,Engineering,958,902,4579,425,262,156,72,137,21,282,82,135,Cash,763,150,12,2275,2.053249097472924,Balanced
25,Male,Junior,Economics,775,709,4195,680,115,182,84,128,26,106,112,93,Credit/Debit Card,699,118,14,2155,2.4132138857782754,Balanced
25,Non-binary,Junior,Economics,1483,519,4676,970,145,168,270,23,39,72,106,186,Mobile Payment App,779,86,45,2533,1.6144040790312302,Saver
19,Male,Junior,Biology,1304,232,4540,651,184,102,191,148,67,268,45,50,Mobile Payment App,757,39,32,2304,1.7155621742367833,Saver
24,Female,Sophomore,Biology,1400,892,4726,749,359,163,294,132,20,208,148,82,Mobile Payment App,788,149,49,2698,1.7417688831504197,Saver
24,Non-binary,Freshman,Computer Science,1440,869,5852,759,271,75,187,77,66,295,196,71,Mobile Payment App,975,145,31,2816,1.7766561514195585,Saver
22,Female,Freshman,Economics,1460,650,3562,771,311,62,265,53,96,112,37,77,Credit/Debit Card,594,108,44,2157,1.375637755102041,Saver
20,Non-binary,Junior,Biology,1379,714,4758,927,192,119,288,137,59,95,194,33,Credit/Debit Card,793,119,48,2597,1.733644859813084,Saver
18,Female,Junior,Computer Science,942,545,5805,914,108,50,206,24,56,54,188,70,Mobile Payment App,968,91,34,2466,2.3872216844143272,Balanced
25,Non-binary,Junior,Biology,740,871,4194,473,366,83,156,62,33,86,81,78,Cash,699,145,26,1987,2.2451977401129946,Balanced
18,Female,Sophomore,Psychology,1186,733,5923,541,291,111,114,42,49,73,166,131,Cash,987,122,19,2410,1.842507645259939,Saver
23,Male,Junior,Biology,731,812,5637,582,148,74,234,27,68,158,81,48,Cash,940,135,39,2165,2.5,Over-Spender
20,Male,Junior,Economics,1347,735,5563,974,310,98,167,35,43,298,182,37,Cash,927,122,28,2932,1.9959155888359428,Saver
19,Female,Freshman,Biology,1085,417,4680,705,159,182,295,132,66,105,185,54,Cash,780,70,49,2417,2.0926406926406926,Balanced
22,Male,Senior,Biology,665,401,3645,967,151,50,232,118,75,182,181,148,Mobile Payment App,608,67,39,2519,3.441256830601093,Over-Spender
22,Male,Freshman,Economics,1422,674,5030,663,332,148,251,130,61,187,124,117,Cash,838,112,42,2642,1.7222946544980444,Saver
24,Male,Freshman,Biology,1366,319,3549,921,389,127,146,44,93,224,151,30,Mobile Payment App,592,53,24,2595,1.8287526427061311,Saver
21,Female,Sophomore,Engineering,714,645,3751,853,149,66,184,35,21,219,176,72,Mobile Payment App,625,108,31,2247,2.7335766423357666,Over-Spender
25,Male,Freshman,Psychology,1259,139,4943,747,200,94,226,142,39,140,95,65,Credit/Debit Card,824,23,38,2384,1.859594383775351,Saver
19,Female,Senior,Economics,975,939,3256,936,368,179,165,144,89,52,48,120,Mobile Payment App,543,156,28,2507,2.216622458001768,Balanced
24,Female,Senior,Engineering,1420,235,3609,841,151,190,175,20,97,57,154,71,Cash,602,39,29,2212,1.5161069225496915,Saver
24,Non-binary,Sophomore,Engineering,604,751,3687,554,217,66,188,122,32,169,69,150,Cash,614,125,31,2024,2.776406035665295,Over-Spender
25,Non-binary,Senior,Economics,1250,509,4288,679,125,98,92,120,39,109,146,188,Cash,715,85,15,2234,1.6734082397003744,Saver
20,Non-binary,Freshman,Computer Science,567,906,3748,842,375,96,144,112,47,278,173,48,Mobile Payment App,625,151,24,2620,3.649025069637883,Over-Spender
25,Female,Freshman,Computer Science,546,691,5457,978,286,100,237,60,58,206,158,137,Cash,910,115,40,2933,4.437216338880484,Over-Spender
18,Non-binary,Senior,Economics,1169,836,5537,996,334,83,288,78,56,105,166,180,Mobile Payment App,923,139,48,2969,2.2698776758409784,Balanced
23,Non-binary,Freshman,Economics,834,607,3582,692,350,88,298,150,90,248,51,34,Credit/Debit Card,597,101,50,2350,2.513368983957219,Balanced
19,Non-binary,Sophomore,Computer Science,1117,234,3366,940,212,87,121,139,41,298,119,158,Mobile Payment App,561,39,20,2575,2.2275086505190314,Balanced
25,Male,Freshman,Economics,677,894,5595,841,313,52,219,66,42,92,120,84,Mobile Payment App,932,149,36,2578,3.1210653753026634,Over-Spender
20,Non-binary,Freshman,Engineering,1433,964,4777,904,327,77,112,146,71,97,167,117,Cash,796,161,19,2721,1.7070263488080302,Saver
20,Female,Freshman,Biology,889,633,3100,524,247,82,201,102,92,103,96,30,Credit/Debit Card,517,106,34,1827,1.836180904522613,Balanced
21,Male,Junior,Biology,670,708,5934,649,386,146,182,132,48,175,59,155,Credit/Debit Card,989,118,30,2769,3.513959390862944,Over-Spender
19,Male,Senior,Economics,645,616,4694,904,158,69,148,60,98,114,40,72,Credit/Debit Card,782,103,25,2322,3.1042780748663104,Over-Spender
21,Female,Junior,Psychology,1107,971,5997,720,289,124,210,35,51,157,101,168,Mobile Payment App,1000,162,35,2680,2.111899133175729,Balanced
22,Female,Sophomore,Psychology,750,572,4144,563,104,191,58,22,97,53,41,99,Cash,691,95,10,1871,2.214201183431953,Balanced
21,Male,Sophomore,Biology,654,261,3359,802,124,56,57,41,56,111,62,196,Mobile Payment App,560,44,10,2018,2.891117478510029,Over-Spender
20,Male,Freshman,Psychology,1141,57,5734,696,284,83,204,63,46,56,125,55,Cash,956,10,34,2398,2.0834057341442223,Balanced
22,Female,Sophomore,Biology,811,815,4724,815,300,120,126,22,93,104,119,152,Cash,787,136,21,2533,2.6747624076029566,Balanced
23,Female,Senior,Engineering,1452,520,3463,822,317,77,148,91,61,166,133,122,Mobile Payment App,577,87,25,2391,1.553606237816764,Saver
20,Non-binary,Junior,Psychology,1255,82,4739,465,400,68,190,24,70,246,132,160,Mobile Payment App,790,14,32,2387,1.8810086682427107,Balanced
24,Female,Junior,Computer Science,737,266,4964,780,303,111,199,62,94,193,97,57,Credit/Debit Card,827,44,33,2557,3.274007682458387,Over-Spender
25,Male,Freshman,Engineering,1419,253,4089,444,220,148,114,65,29,136,34,35,Credit/Debit Card,682,42,19,1812,1.2402464065708418,Saver
23,Non-binary,Freshman,Computer Science,815,76,4461,446,132,165,165,58,99,135,174,111,Cash,744,13,28,2092,2.526570048309179,Over-Spender
25,Male,Senior,Engineering,1034,602,3444,517,238,110,255,86,77,281,150,56,Credit/Debit Card,574,100,42,2131,1.879188712522046,Balanced
24,Non-binary,Freshman,Computer Science,1022,626,4797,413,139,167,165,75,57,219,126,43,Mobile Payment App,800,104,28,2067,1.8357015985790408,Balanced
23,Female,Sophomore,Biology,1341,839,3033,514,300,122,137,40,61,170,65,100,Cash,506,140,23,1901,1.2835921674544226,Saver
20,Female,Senior,Engineering,999,919,5819,507,269,119,228,99,49,55,115,53,Mobile Payment App,970,153,38,2274,1.9739583333333333,Balanced
21,Male,Freshman,Psychology,1218,162,5467,684,280,131,186,103,85,91,89,126,Mobile Payment App,911,27,31,2531,2.0329317269076306,Balanced
24,Male,Sophomore,Economics,1332,705,3512,796,399,199,79,54,86,206,99,129,Cash,585,118,13,2566,1.769655172413793,Saver
20,Non-binary,Freshman,Biology,903,371,4230,798,319,60,90,101,24,147,70,170,Credit/Debit Card,705,62,15,2409,2.496373056994819,Balanced
25,Non-binary,Freshman,Biology,932,887,5307,472,345,61,190,119,69,235,67,40,Mobile Payment App,884,148,32,2324,2.151851851851852,Balanced
21,Female,Junior,Biology,634,330,5961,774,334,193,105,83,46,166,200,150,Cash,994,55,18,2958,4.293178519593614,Over-Spender
25,Male,Senior,Biology,553,268,3130,736,140,68,150,99,33,288,51,199,Credit/Debit Card,522,45,25,2161,3.6137123745819397,Over-Spender
21,Male,Junior,Economics,547,678,5610,510,192,123,248,57,28,252,141,122,Cash,935,113,41,2401,3.6378787878787877,Over-Spender
18,Male,Senior,Computer Science,867,646,3014,944,320,165,232,96,73,298,142,183,Cash,502,108,39,2762,2.8328205128205126,Balanced
20,Male,Sophomore,Economics,863,844,3088,966,371,66,227,117,32,245,55,83,Mobile Payment App,515,141,38,2488,2.4780876494023905,Balanced
25,Non-binary,Sophomore,Biology,603,321,4879,420,231,126,248,74,32,172,80,193,Mobile Payment App,813,54,41,2182,3.321156773211568,Over-Spender
21,Female,Junior,Computer Science,1480,555,3534,799,259,100,254,93,66,279,191,55,Credit/Debit Card,589,92,42,2473,1.5731552162849873,Saver
18,Male,Freshman,Engineering,522,448,3744,706,174,80,284,90,61,228,66,181,Mobile Payment App,624,75,47,2257,3.780569514237856,Over-Spender
22,Female,Junior,Biology,1376,510,3318,460,132,159,59,88,38,87,88,76,Cash,553,85,10,1691,1.157426420260096,Saver
22,Non-binary,Junior,Computer Science,1195,988,5729,455,115,117,74,129,93,154,155,190,Credit/Debit Card,955,165,12,2375,1.7463235294117647,Saver
24,Non-binary,Freshman,Psychology,1223,785,3521,821,128,50,135,96,67,182,139,196,Credit/Debit Card,587,131,22,2288,1.689807976366322,Saver
21,Female,Junior,Computer Science,613,524,3640,834,219,57,71,89,39,241,66,93,Cash,607,87,12,2257,3.224285714285714,Over-Spender
25,Non-binary,Sophomore,Engineering,844,766,4017,840,179,189,230,128,74,157,38,131,Mobile Payment App,670,128,38,2444,2.51440329218107,Balanced
24,Female,Junior,Computer Science,620,192,4213,726,332,144,289,92,24,195,135,127,Cash,702,32,48,2525,3.8726993865030677,Over-Spender
22,Male,Freshman,Psychology,983,944,4216,978,114,103,58,123,72,114,76,63,Credit/Debit Card,703,157,10,2356,2.066666666666667,Balanced
25,Male,Sophomore,Biology,996,250,5975,520,317,121,115,47,89,241,45,81,Mobile Payment App,996,42,19,2476,2.3853564547206165,Balanced
18,Male,Junior,Engineering,1106,794,3075,881,165,166,260,23,32,135,49,34,Cash,512,132,43,2040,1.6478190630048466,Saver
23,Non-binary,Senior,Engineering,1032,809,4359,987,364,176,67,74,52,56,166,67,Credit/Debit Card,726,135,11,2679,2.295629820051414,Balanced
20,Female,Senior,Biology,1419,991,4647,648,261,151,78,55,31,222,135,72,Credit/Debit Card,774,165,13,2362,1.4911616161616161,Saver
22,Male,Sophomore,Economics,610,100,5142,473,298,164,139,45,67,77,32,113,Cash,857,17,23,2149,3.4274322169059013,Over-Spender
19,Female,Junior,Economics,1449,599,4790,885,109,57,293,70,90,267,164,33,Cash,798,100,49,2522,1.6281471917366042,Saver
25,Male,Senior,Engineering,1270,504,3467,484,286,132,291,138,48,155,162,41,Credit/Debit Card,578,84,48,2072,1.5302806499261448,Saver
18,Non-binary,Freshman,Computer Science,770,637,5055,814,273,55,140,134,61,131,128,39,Mobile Payment App,842,106,23,2500,2.853881278538813,Over-Spender
25,Non-binary,Sophomore,Psychology,911,929,4595,578,338,122,165,25,87,275,176,94,Credit/Debit Card,766,155,28,2489,2.3348968105065664,Balanced
18,Female,Junior,Biology,1303,299,5031,701,242,183,249,103,79,107,74,52,Credit/Debit Card,838,50,42,2421,1.7893569844789357,Saver
19,Non-binary,Junior,Engineering,1367,688,3603,452,372,162,177,29,66,243,30,155,Credit/Debit Card,600,115,30,2139,1.44331983805668,Saver
25,Non-binary,Sophomore,Computer Science,509,664,3449,779,243,153,281,108,52,70,145,192,Credit/Debit Card,575,111,47,2364,3.8129032258064517,Over-Spender
22,Male,Junior,Engineering,804,582,5299,892,153,173,199,32,84,289,126,46,Cash,883,97,33,2711,3.0088790233074363,Over-Spender
23,Female,Freshman,Computer Science,1268,271,5323,898,204,187,215,113,81,212,111,57,Credit/Debit Card,887,45,36,2786,2.121858339680122,Saver
22,Non-binary,Junior,Engineering,1492,82,3720,823,277,186,275,141,61,167,65,34,Cash,620,14,46,2420,1.6069057104913678,Saver
23,Non-binary,Senior,Biology,1402,461,3827,904,321,138,147,114,33,198,188,179,Cash,638,77,24,2737,1.8505747126436782,Saver
24,Non-binary,Junior,Psychology,673,606,4035,818,355,103,257,35,47,56,149,48,Credit/Debit Card,672,101,43,2326,3.005167958656331,Over-Spender
22,Female,Sophomore,Biology,1174,962,4894,426,329,191,175,29,34,113,156,171,Cash,816,160,29,2294,1.719640179910045,Saver
20,Female,Freshman,Biology,635,827,4125,969,194,196,228,81,68,120,112,185,Credit/Debit Card,688,138,38,2651,3.429495472186287,Over-Spender
23,Male,Sophomore,Engineering,792,584,4401,631,224,100,72,73,28,98,101,140,Credit/Debit Card,734,97,12,2141,2.408323959505062,Balanced
22,Non-binary,Sophomore,Biology,998,928,3199,565,151,71,270,78,98,291,124,125,Mobile Payment App,533,155,45,2081,1.8048568950563746,Balanced
21,Non-binary,Junior,Biology,866,581,5775,773,267,100,252,32,26,97,42,82,Credit/Debit Card,962,97,42,2423,2.5160955347871234,Balanced
23,Non-binary,Sophomore,Biology,1408,566,3714,905,223,168,262,124,31,123,58,189,Cash,619,94,44,2484,1.6537949400798935,Saver
25,Non-binary,Freshman,Biology,732,103,3335,742,395,154,245,130,73,178,100,80,Credit/Debit Card,556,17,41,2449,3.2696929238985315,Over-Spender
18,Non-binary,Junior,Engineering,1107,511,5507,738,144,131,213,53,38,156,137,47,Cash,918,85,36,2398,2.011744966442953,Balanced
24,Female,Freshman,Engineering,1165,68,4126,859,333,196,124,109,49,185,179,29,Cash,688,11,21,2648,2.251700680272109,Balanced
19,Female,Freshman,Computer Science,1316,867,4432,627,110,185,226,25,34,90,190,135,Credit/Debit Card,739,144,38,2173,1.4883561643835617,Saver
21,Non-binary,Junior,Psychology,1471,280,4104,862,312,180,241,70,90,84,182,121,Cash,684,47,40,2625,1.7292490118577075,Saver
18,Non-binary,Sophomore,Psychology,536,557,3744,498,375,128,185,63,97,298,45,36,Cash,624,93,31,2195,3.4896661367249604,Over-Spender
21,Male,Sophomore,Economics,1045,542,4154,937,157,164,246,25,29,99,46,77,Credit/Debit Card,692,90,41,2267,1.9973568281938325,Balanced
24,Non-binary,Junior,Biology,609,389,4329,934,393,68,77,33,96,235,48,186,Mobile Payment App,722,65,13,2728,4.0474777448071215,Over-Spender
20,Male,Senior,Psychology,581,964,4975,775,106,86,84,22,68,84,39,172,Mobile Payment App,829,161,14,2195,2.9582210242587603,Over-Spender
20,Female,Sophomore,Biology,1106,212,3376,461,130,175,231,135,37,59,197,168,Credit/Debit Card,563,35,38,1963,1.7204206836108678,Balanced
22,Non-binary,Freshman,Psychology,1316,710,3548,682,382,69,268,62,95,251,118,22,Credit/Debit Card,591,118,45,2317,1.6157601115760112,Saver
